DateTime;Ciśnienie, Powietrze, Silnik, LB, [0] Rozruch SG [MPa];Ciśnienie, Powietrze, Silnik, PB, [1] Rozruch SG [MPa];Ciśnienie, Powietrze, ZP1, [2] Rozruch, ZP1 [MPa];Ciśnienie, Powietrze, ZAP, [3] Rozruch, PLC3 [MPa];Ciśnienie, Powietrze, ZP2, [4] Rozruch, ZP2 [MPa];Temperatura, Sprężarka pow. rozruchu, [5] Powietrze, Wlot [°C];Temperatura, Sprężarka pow. rozruchu, [6] Powietrze, Wylot [°C];Ciśnienie, Magistrala przed zbiornikami, [7] Powietrze [MPa];Ciśnienie, Magistrala przed zbiornikami, [8] Sprężone Powietrze [MPa];
2020-12-18 08:47:10;248.91;361.53;-126.04;267.64;260.59;335.46;415.98;77.42;29.15;
2020-12-18 08:47:12;248.59;361.04;-129.4;267.15;256.07;332.74;415.38;77.99;26.36;
2020-12-18 08:47:14;245.12;361.35;-131.12;263.79;257.04;332.43;411.14;82.67;23.65;
2020-12-18 08:47:16;243.08;363.08;-130.09;262.06;252.97;331.15;410.09;78.51;27.75;
2020-12-18 08:47:18;241.07;362.74;-126.17;257.26;248.52;326.32;408.81;74.82;23.48;
2020-12-18 08:47:20;236.24;359.16;-122.65;257.55;246.34;327;408.85;71.86;20.54;
2020-12-18 08:47:22;238.74;363.2;-117.88;254.72;245.63;323.12;406.2;75.58;25.3;
2020-12-18 08:47:24;239.15;363.81;-114.4;253.46;250.58;321.35;403.47;76.06;25.41;
2020-12-18 08:47:26;235.5;365.31;-118.06;258.45;247.3;319.46;405.35;73.76;23.66;
2020-12-18 08:47:28;231.42;367.14;-117.92;259.12;245.13;317.55;409.97;74.38;28.29;
2020-12-18 08:47:30;233.83;369.06;-115.82;261.27;247.79;321.86;413.17;75.75;28.69;
2020-12-18 08:47:32;235.37;371.97;-111.1;260.3;251.86;322.5;408.88;76.41;32.44;
2020-12-18 08:47:34;232.89;369.37;-115.96;260.56;256.14;323.47;413.01;72.43;33.15;
2020-12-18 08:47:36;236.1;368.48;-113.41;256.73;252.58;323.43;416.39;75.7;37.98;
2020-12-18 08:47:38;236.48;369.73;-115.13;257.33;250.08;327.44;413.95;72.58;37.39;
2020-12-18 08:47:40;236.89;368.95;-113.82;261.58;250.44;325.7;416.99;71.67;39.32;
2020-12-18 08:47:42;234.4;367.97;-117.85;264.86;247.42;329.03;417.57;69.3;38.42;
2020-12-18 08:47:44;232.92;363.61;-118.17;263.44;246.02;324.46;417.11;70.14;35.13;
2020-12-18 08:47:46;231.49;362.94;-120.25;266.19;248.36;325.3;418.49;71.9;33.38;
2020-12-18 08:47:48;234.06;364.76;-121.93;269.32;247.56;325.18;416.34;71.76;38.12;
2020-12-18 08:47:50;229.94;368.77;-120.37;264.41;246.05;321.57;414.45;68.67;42.31;
2020-12-18 08:47:52;229.63;371.91;-116.6;266.54;241.92;326.24;417.19;64.98;39.29;
2020-12-18 08:47:54;231.43;375.05;-121.23;270.53;243.76;323.19;420.15;62.77;36.53;
2020-12-18 08:47:56;231.94;372.93;-124;267.32;247.66;328.14;417.47;66.06;33.85;
2020-12-18 08:47:58;233.99;370.39;-126.56;268.91;250.51;325.09;419.25;67.69;35.46;
2020-12-18 08:48:00;236.09;365.75;-130.5;266.44;246.7;329.81;416.88;67.27;35.86;
2020-12-18 08:48:02;235.01;361.49;-129.14;268.15;244.53;327.34;416.61;66.94;31.2;
2020-12-18 08:48:04;237.85;358.66;-130.38;271.39;243.74;324.99;418.21;68.62;31.61;
2020-12-18 08:48:06;239.22;357.18;-126.18;274.4;240.2;326.94;418.57;73.42;36.11;
2020-12-18 08:48:08;235.86;354.61;-127.89;278.47;236.06;325.03;416.64;70.83;35.64;
2020-12-18 08:48:10;234.57;359.21;-127.46;279.57;232.93;325.88;414.84;71.24;33.23;
2020-12-18 08:48:12;235.09;355.13;-126.99;279.99;236.72;325.14;414.94;70.96;33.79;
2020-12-18 08:48:14;230.66;354.38;-131.75;279.23;238.46;326.98;415.33;67.48;33.55;
2020-12-18 08:48:16;228.16;350.91;-133.39;274.28;238.24;322.19;415.95;70.39;34.47;
2020-12-18 08:48:18;224.03;352.99;-130.85;271.98;234.62;320.47;417.99;74.98;37.87;
2020-12-18 08:48:20;220.04;356.33;-134.95;272.67;233.76;324.97;420.33;74.77;33.8;
2020-12-18 08:48:22;217.29;355.49;-131.02;277.35;229.04;323.2;419.45;70.19;35.84;
2020-12-18 08:48:24;215.15;358.44;-129.34;281.43;226.38;322.34;422.49;70.73;34.2;
2020-12-18 08:48:26;216.09;358.36;-131.47;277.45;228.62;321.3;424.05;71.91;34.92;
2020-12-18 08:48:28;216.82;353.85;-130.05;272.47;226.92;317.16;419.64;76.75;37.5;
2020-12-18 08:48:30;217.35;351.46;-130.35;271.86;230.58;312.82;414.69;79.99;39.56;
2020-12-18 08:48:32;219.52;346.92;-126.16;272.1;226.07;311.58;411.04;82.06;39.77;
2020-12-18 08:48:34;223.9;348.48;-122.08;267.64;222.5;312.09;410.23;82.48;39.21;
2020-12-18 08:48:36;219.53;347.26;-120.93;271.78;224.6;312.76;407.77;79.48;35.47;
2020-12-18 08:48:38;220.24;346.88;-118.05;266.82;222.55;312;409.4;82.25;34.21;
2020-12-18 08:48:40;219.07;341.9;-115.29;262.97;217.55;312.89;410.92;86.26;38.09;
2020-12-18 08:48:42;217.16;342.95;-111.98;267.29;221.78;309.4;406.93;85.08;36.28;
2020-12-18 08:48:44;213.71;338.44;-107.91;265.83;220.93;307.25;406.49;86.4;38.9;
2020-12-18 08:48:46;210.68;335.9;-107.93;270.51;218.7;311.86;409.1;84.01;37.36;
2020-12-18 08:48:48;210.88;337.2;-108.47;266.02;218.39;313.79;410.37;84.27;35.1;
2020-12-18 08:48:50;214.14;340.99;-112.75;266.71;221.35;318.29;409.05;84.98;30.97;
2020-12-18 08:48:52;218.9;344.18;-114.67;268.37;225.43;321.89;407.37;88.98;32.5;
2020-12-18 08:48:54;221.83;341.3;-112.91;265.33;227.58;318.96;405.02;90.2;28.93;
2020-12-18 08:48:56;225.47;343.15;-114.92;263.73;229.66;318.75;400.72;92.57;28.97;
2020-12-18 08:48:58;227.28;338.53;-117.31;268.63;229.95;317.52;397.85;90.52;31.67;
2020-12-18 08:49:00;224.35;337.39;-118.48;270.43;230.62;318.97;395.17;90.49;31.93;
2020-12-18 08:49:02;228.67;342.24;-115.22;273.55;234.71;314.16;398.88;88.15;34.83;
2020-12-18 08:49:04;224.48;337.52;-115.79;272.94;239.25;316.27;395.74;89.78;32.59;
2020-12-18 08:49:06;219.61;338.64;-117.04;270.23;244.04;320.59;397.42;92.63;30.47;
2020-12-18 08:49:08;220.6;337.05;-115.16;272.29;248.4;322.9;399.16;90.8;27.64;
2020-12-18 08:49:10;216.15;341.47;-113;275.77;243.46;327.25;396.07;88.83;30.35;
2020-12-18 08:49:12;217.62;338.86;-116.57;276.3;247.93;330.97;391.44;90.66;32.27;
2020-12-18 08:49:14;219.84;337.57;-114.82;280.39;245.07;330.23;391.74;93.7;33.24;
2020-12-18 08:49:16;221.81;335.47;-116.65;276.19;248.3;334.39;395.11;90.83;32.92;
2020-12-18 08:49:18;217.12;334.56;-116.11;278.36;247.81;329.97;392.64;89.99;33.72;
2020-12-18 08:49:20;217.24;330.56;-111.11;281.96;243.54;328.13;389.54;87.61;31.07;
2020-12-18 08:49:22;218.57;334.26;-113.88;282.61;242.52;326.18;391.79;90.5;26.67;
2020-12-18 08:49:24;220.41;329.66;-115.18;283.87;239.35;330.85;392.86;89.44;24.7;
2020-12-18 08:49:26;218.84;326.61;-112.15;280.89;234.83;326.78;388.95;90.3;28.81;
2020-12-18 08:49:28;217.43;324.3;-110.84;279.68;237.27;327.02;387.03;89.14;26.9;
2020-12-18 08:49:30;214.01;320.83;-110.92;279.53;234.45;327.98;388.13;85;28.87;
2020-12-18 08:49:32;212.76;321.49;-111.09;276.08;234.05;326.2;388.74;87;31.85;
2020-12-18 08:49:34;214.53;325.08;-109.12;273.57;233.02;324.81;389.73;90.17;29.51;
2020-12-18 08:49:36;217.6;329.61;-106.35;270.31;232.9;322.16;390.35;94.39;25.52;
2020-12-18 08:49:38;213.31;333.89;-109.53;270.55;237.7;318.7;393.97;98.96;27.12;
2020-12-18 08:49:40;211.5;333.96;-107.69;268.38;234.98;320.85;392.92;97.29;24.62;
2020-12-18 08:49:42;211.31;332.51;-106.68;271.8;237.9;323.22;388.76;101.41;22.81;
2020-12-18 08:49:44;208.7;328.83;-103.2;275.14;234.54;319.89;385.14;102.57;20.29;
2020-12-18 08:49:46;204.51;330.88;-108.09;276.64;231.02;317.58;386.8;101.94;22.65;
2020-12-18 08:49:48;205.59;335.32;-104.52;274.7;234.56;316.33;384.4;100.16;24.4;
2020-12-18 08:49:50;203.41;332.63;-103.53;274.13;236.63;314.79;384.34;99.84;24.82;
2020-12-18 08:49:52;207.99;333.04;-107.68;269.22;240.57;312.44;382.76;99.08;28.09;
2020-12-18 08:49:54;207.61;330.68;-107.89;273.15;236.88;315.4;379.81;101.07;30.44;
2020-12-18 08:49:56;206.11;325.72;-111.93;277.58;238.93;314.49;378.52;104.07;34.67;
2020-12-18 08:49:58;202.34;324.75;-110.38;282.46;241.12;313.94;375.29;108.15;38.09;
2020-12-18 08:50:00;201.85;327.12;-114.96;285.74;244.03;311.11;377.52;107.92;33.38;
2020-12-18 08:50:02;199.84;331.21;-117.95;281.04;243.91;314.32;375.34;112.07;31.04;
2020-12-18 08:50:04;199.28;329.05;-118.82;285.16;243.54;310.91;370.85;113.11;28.64;
2020-12-18 08:50:06;195.41;325.41;-123.45;288.93;238.64;312.29;372.7;117.02;26.53;
2020-12-18 08:50:08;200.34;325.69;-126.1;286.75;237.89;311.64;370.55;119.21;25.97;
2020-12-18 08:50:10;195.4;326.75;-121.24;287.04;241.82;307.87;368.84;120.73;23.48;
2020-12-18 08:50:12;195.5;327.38;-118.11;292.04;242.03;310.52;372.55;116.49;24.98;
2020-12-18 08:50:14;193.52;328.2;-121.41;291.77;238;314.55;371.25;113.84;28.72;
2020-12-18 08:50:16;193.66;324.97;-116.65;290.81;235.67;314.07;372.6;112.81;29.14;
2020-12-18 08:50:18;190.78;329.93;-112.16;290.8;234.73;310.92;369.41;111.71;30.03;
2020-12-18 08:50:20;189.04;329.03;-113.19;292.28;239.08;310.81;371.7;107.76;29.82;
2020-12-18 08:50:22;186.55;333.41;-111.51;295.74;244;308.92;371.89;109.36;32.11;
2020-12-18 08:50:24;189.64;329.47;-107.81;295.24;242.51;312.38;368.27;110.98;33.12;
2020-12-18 08:50:26;190.59;326.11;-107.4;294.36;241.57;312.01;364.88;111.07;28.84;
2020-12-18 08:50:28;190.41;331.02;-107.05;289.58;244.12;310.97;366.68;108.62;30.46;
2020-12-18 08:50:30;187.63;333.86;-109.26;292.2;249;314.68;366.43;113.33;32.56;
2020-12-18 08:50:32;191.14;329.98;-105.64;287.22;247.38;313.9;365.19;110.77;27.94;
2020-12-18 08:50:34;196.05;332.84;-106.08;291.65;246.88;308.94;368.88;106.05;32.38;
2020-12-18 08:50:36;192.2;331.81;-107.85;292.9;243.49;304.83;369.02;105.97;35.09;
2020-12-18 08:50:38;190.81;335.51;-108.33;288.5;244.34;305.32;367.54;110.6;31.57;
2020-12-18 08:50:40;188.14;338.8;-109.17;291.18;241.05;304.17;369.34;110.97;27.77;
2020-12-18 08:50:42;192.57;339.17;-110.97;292.71;242.91;304.39;367.55;115.85;24.95;
2020-12-18 08:50:44;187.63;336.56;-113.56;295.2;241.65;302.31;366.77;113.41;26.24;
2020-12-18 08:50:46;190.04;331.62;-116.4;293.58;245.82;297.57;362.5;114.98;24.88;
2020-12-18 08:50:48;187.25;329.4;-117.55;296.96;245.88;300.67;357.76;119.33;22.31;
2020-12-18 08:50:50;186.05;326.9;-114.84;293.22;247.22;302.89;358.7;122.73;18.96;
2020-12-18 08:50:52;189.66;328.17;-113.73;289.98;247.91;304.2;356.48;120.75;18.41;
2020-12-18 08:50:54;193.93;332.42;-115.29;286.72;249.55;303.35;355.91;116.99;23.16;
2020-12-18 08:50:56;198.07;335.25;-113.47;291.61;251.36;299.37;350.94;112.58;18.68;
2020-12-18 08:50:58;199.97;339.53;-117.73;293.1;251.21;301.68;348.77;112.18;14.88;
2020-12-18 08:51:00;204.48;343.17;-119.5;296.3;254.45;300.69;348.83;116.98;14.16;
2020-12-18 08:51:02;204.75;346.2;-122.1;299.08;257.64;305.42;353.5;120.09;15.52;
2020-12-18 08:51:04;202.34;344.93;-122.7;303.31;257.32;301.4;351.71;119.53;19.21;
2020-12-18 08:51:06;205.7;344.89;-119.58;298.71;256.1;304.65;354.06;123.9;16.54;
2020-12-18 08:51:08;203.52;346.44;-121.93;297.12;259.99;303.04;354.02;126.01;12.3;
2020-12-18 08:51:10;198.64;345.92;-122.07;296.25;263.66;298.94;352.08;121.77;14.45;
2020-12-18 08:51:12;202.92;343.39;-122.15;295.28;259.58;299.74;355.96;118.27;12.64;
2020-12-18 08:51:14;201.94;345.67;-122.04;296.59;262.95;299.12;354.05;115.59;12.79;
2020-12-18 08:51:16;197.22;342.31;-117.73;297.27;261.24;298.42;352.89;115.93;12.83;
2020-12-18 08:51:18;196.69;337.66;-120.75;300.96;260.97;294.02;354.76;114.92;8.2;
2020-12-18 08:51:20;192.87;337.18;-124.68;304.1;262.98;291.05;357.33;118.19;9.81;
2020-12-18 08:51:22;197.53;338.97;-122.46;302.59;266.46;292.48;361.73;116.51;12.93;
2020-12-18 08:51:24;201.23;338.57;-120.69;298.54;270.44;290.1;356.96;115.95;15.14;
2020-12-18 08:51:26;206.02;336.12;-124.34;297.72;268.2;293.31;361.36;120.11;18.7;
2020-12-18 08:51:28;209.13;341.03;-120.61;295.63;263.85;290.36;365.04;117.03;19.67;
2020-12-18 08:51:30;212.43;340.94;-118.48;293.79;265.61;293.66;367.55;118.08;19.08;
2020-12-18 08:51:32;214.27;338.32;-118.4;289.55;267.75;293.13;367.07;115.56;14.77;
2020-12-18 08:51:34;209.67;341.93;-118.02;289.21;268.61;295.5;366.52;115.27;18.37;
2020-12-18 08:51:36;207.84;340.65;-113.31;289.31;272.87;294.21;368.09;110.29;13.99;
2020-12-18 08:51:38;210.61;340.25;-109.23;284.4;277.56;294.21;371.71;110.24;9.72;
2020-12-18 08:51:40;209.23;339.79;-107.51;285;281.84;295.38;374.62;105.26;8.23;
2020-12-18 08:51:42;210.4;337.37;-108.24;281.58;279.61;291.33;369.74;102.67;3.85;
2020-12-18 08:51:44;208.68;337.17;-112.12;281.53;278.72;296.13;374.07;103.55;8.06;
2020-12-18 08:51:46;205.13;339.91;-113.63;280.71;275.96;293.77;374.1;104.12;13.01;
2020-12-18 08:51:48;207.23;335.41;-117.99;278.05;278.36;297.04;371.33;108.63;10.69;
2020-12-18 08:51:50;207;338.28;-121.53;273.44;281.51;299;371.98;106.6;9.02;
2020-12-18 08:51:52;202.21;341.56;-124.79;268.88;286.18;300.45;371.07;106.38;5.94;
2020-12-18 08:51:54;203.35;345.07;-121.93;266.57;287.98;301.68;375.85;108.97;2.97;
2020-12-18 08:51:56;200.42;349.31;-121.81;268.9;290.45;297.56;374.9;105.08;3.09;
2020-12-18 08:51:58;196.29;352.1;-126.38;265.56;289.78;293.29;370.18;101.36;5.92;
2020-12-18 08:52:00;200.74;348.75;-126.61;267.1;286.86;288.76;372.4;103.21;6.45;
2020-12-18 08:52:02;198.99;352.55;-129.38;268.59;290.37;287.96;368.11;107.4;2.01;
2020-12-18 08:52:04;198.66;356.37;-127.33;271.22;285.78;288.64;368.62;111.56;4.62;
2020-12-18 08:52:06;197.9;361.03;-130.05;269.73;290.67;288.08;373.27;115.99;0.87;
2020-12-18 08:52:08;194.29;365.41;-134;274.43;288.25;285.02;374.19;112.07;2.67;
2020-12-18 08:52:10;191.43;368.92;-129.83;273.66;291.84;281.08;372.25;112.49;3.19;
2020-12-18 08:52:12;196.18;367.95;-134.05;274.08;290.68;284.44;375.27;112.87;-0.21;
2020-12-18 08:52:14;193.72;364.72;-133.18;273.77;290.95;281.46;378.78;113.1;-3.87;
2020-12-18 08:52:16;198.13;366.87;-130.61;269.96;289.52;281.41;380.79;109.54;0.09;
2020-12-18 08:52:18;198.94;362.61;-127.06;269.62;292.61;278.92;375.86;109.55;1.11;
2020-12-18 08:52:20;200.27;363.45;-131.59;274.12;293.45;281.81;376.93;109.04;6.08;
2020-12-18 08:52:22;204.86;367.01;-131.32;274.93;296.16;279.85;377.32;105.06;9.87;
2020-12-18 08:52:24;206.69;365.81;-132.22;274.81;299.9;282.47;376.47;109.16;10.57;
2020-12-18 08:52:26;210.72;365.94;-128.64;273.33;297.94;279.98;373.56;111.9;15.56;
2020-12-18 08:52:28;207.28;363.38;-128.91;268.36;301.63;284.91;376.28;115.35;11.13;
2020-12-18 08:52:30;210.61;359.4;-128.61;268.11;301.29;282.07;381.18;118.93;6.36;
2020-12-18 08:52:32;208.18;354.93;-132.61;263.13;301.8;282.25;383.64;123.07;6.98;
2020-12-18 08:52:34;210.89;359.9;-133.1;261.79;303.81;281.31;385.62;125.21;10.2;
2020-12-18 08:52:36;209.16;362.65;-134.54;265.06;308.41;285.53;381.38;126.45;6.02;
2020-12-18 08:52:38;213.02;366.58;-130.22;262.16;308.89;284.59;376.38;129.17;8.04;
2020-12-18 08:52:40;215.87;369.52;-130.4;257.32;308.65;282.41;379.44;132.21;10.37;
2020-12-18 08:52:42;215.11;369.86;-131.26;255.97;309.36;285.47;379.13;129.3;12.71;
2020-12-18 08:52:44;215.72;372.87;-135.87;251.9;313.33;288.58;374.76;133.49;13.91;
2020-12-18 08:52:46;214.37;368.64;-132.68;250.72;317;284.89;369.88;130.32;10.8;
2020-12-18 08:52:48;215.09;369.11;-128.85;250.96;317.34;286.01;372.52;132.53;6.25;
2020-12-18 08:52:50;213.34;364.73;-124.63;255.38;317.4;286.99;370.65;135.1;9.69;
2020-12-18 08:52:52;211.7;365.94;-127.12;254.16;318.26;288.62;366.26;138.64;14.11;
2020-12-18 08:52:54;215.46;368.77;-123.28;252;319.7;290.95;361.37;141.1;11.74;
2020-12-18 08:52:56;219.09;369.04;-126.11;254.15;323.73;288.68;363.88;142.81;8.77;
2020-12-18 08:52:58;222.57;367.71;-130.58;254.28;327.77;290.63;364.36;146.45;13.08;
2020-12-18 08:53:00;223.74;371.21;-133.63;251.68;331.95;291.67;359.59;144.8;8.35;
2020-12-18 08:53:02;224.71;373.46;-132.06;247.24;331.57;295.96;360.66;146.47;7.32;
2020-12-18 08:53:04;227.93;378.43;-130.14;250.09;332.24;292.38;358.17;150.78;9.12;
2020-12-18 08:53:06;227.14;381.45;-134.57;251.44;330.34;291.17;357.38;149.94;5.15;
2020-12-18 08:53:08;223.4;384.2;-131.61;255.14;330.3;288.02;361.1;150.31;1.19;
2020-12-18 08:53:10;227.22;384.55;-128.63;259.42;325.35;287.7;359.69;154.96;1.87;
2020-12-18 08:53:12;228.74;387.04;-127.13;256.43;323.16;287.25;356.16;158.62;2.37;
2020-12-18 08:53:14;231.51;390.7;-128.68;261.42;324.79;284.66;351.34;155.18;-0.75;
2020-12-18 08:53:16;226.82;393.2;-133.65;261.47;326.44;286.61;350.5;152.16;0.53;
2020-12-18 08:53:18;222.89;388.26;-135.91;266.21;322.58;291.03;351.8;148.47;-3.97;
2020-12-18 08:53:20;226.64;388.37;-136.41;266.8;319.05;289.86;352.91;145.33;-0.75;
2020-12-18 08:53:22;229.63;383.51;-131.42;271.44;317.01;294.34;354.62;144.1;-5.65;
2020-12-18 08:53:24;233.19;380.64;-134.88;271;316.47;292.92;354.11;145.09;-4.41;
2020-12-18 08:53:26;230.55;383.83;-134.42;266.47;314.32;296.89;355.65;142.49;-9.06;
2020-12-18 08:53:28;235.4;381.62;-136.73;271.36;316.68;296.54;351.35;140.47;-4.5;
2020-12-18 08:53:30;237.49;381.99;-137.04;276.32;315.43;294.11;347.86;142.94;-2.86;
2020-12-18 08:53:32;241.53;377.64;-139.04;281.22;315.66;296.68;350.03;139.39;-2.33;
2020-12-18 08:53:34;237.32;382.07;-139.7;283.82;315.83;296.15;349.5;137.18;1.23;
2020-12-18 08:53:36;241.91;379.12;-137.64;288.65;313.55;292.84;344.71;133.34;0.33;
2020-12-18 08:53:38;239.87;383.33;-135.23;284.9;316.83;294.45;340.14;128.38;-4.12;
2020-12-18 08:53:40;244.03;386.33;-133.3;280.88;319.42;294.64;338.37;129.4;-4.27;
2020-12-18 08:53:42;240.92;384.34;-129.71;278.95;322.38;292.2;341.85;130.99;-8.74;
2020-12-18 08:53:44;239.16;383.1;-134.4;275.94;325.88;296.23;345.6;129.04;-5.18;
2020-12-18 08:53:46;242.17;382.21;-131.47;276.25;330.42;299.11;349.68;126.05;-8.61;
2020-12-18 08:53:48;242.41;385.76;-133.08;274.21;331.22;298.45;347.74;125.57;-6.78;
2020-12-18 08:53:50;245.04;384.32;-135.27;274.23;332.25;302.78;345;128.23;-8.28;
2020-12-18 08:53:52;244.04;386.75;-133.44;274.14;336.48;304.2;348.04;131.49;-10.18;
2020-12-18 08:53:54;241.8;385.72;-134.41;272.23;335.13;305.2;346.39;134.82;-12.68;
2020-12-18 08:53:56;245.35;386.3;-133.4;270.18;333.78;305.38;345.31;132.9;-10.26;
2020-12-18 08:53:58;242.6;381.61;-135.33;273.06;336.05;305.12;350.2;129.76;-14.78;
2020-12-18 08:54:00;238.37;379.25;-132.95;269;336.78;303.96;348.73;126.9;-17.13;
2020-12-18 08:54:02;234.93;378.18;-135.46;264.06;333.56;301.49;351.34;124.63;-17.16;
2020-12-18 08:54:04;239.45;377;-135.64;267.04;336.45;302.79;353.61;128.22;-14.37;
2020-12-18 08:54:06;241.11;374.13;-134.12;267.81;340.75;301.92;352.51;127.37;-9.42;
2020-12-18 08:54:08;239.71;374.88;-136.2;264.35;339.69;304.4;349.06;125.47;-6.64;
2020-12-18 08:54:10;236.32;372.84;-134.16;261.36;335.93;307.96;344.44;122.66;-7.14;
2020-12-18 08:54:12;232.34;376.37;-133.95;261.95;338.44;308.7;347.74;122.47;-8.36;
2020-12-18 08:54:14;236.79;378.8;-130.3;261.58;338.98;308.32;346.77;122.6;-3.41;
2020-12-18 08:54:16;235.45;375.48;-130.53;263.93;336.03;307.66;346.05;126.14;-1.2;
2020-12-18 08:54:18;234.22;376.02;-131.01;263.03;339.05;306.4;349.12;121.62;-5.99;
2020-12-18 08:54:20;229.66;378.58;-129.05;264;338.56;303.57;346.11;117.36;-7.78;
2020-12-18 08:54:22;231.04;376.39;-133.49;266.47;341.27;307.71;343.35;122.22;-5.72;
2020-12-18 08:54:24;234.27;376.55;-137.95;269.93;344.01;308.9;343.13;119.55;-1.42;
2020-12-18 08:54:26;235.94;377.94;-140.29;265.84;341.51;307.1;346.48;122.87;-5.69;
2020-12-18 08:54:28;231.96;373.59;-141.2;268.91;343.97;302.16;349.31;121.2;-8.5;
2020-12-18 08:54:30;231.32;370.78;-144.96;264.77;346.02;301.24;346.94;117.99;-4.6;
2020-12-18 08:54:32;235.09;371.48;-140.03;260.78;349.51;301.35;343.29;115.99;-3.4;
2020-12-18 08:54:34;235.37;368;-136.25;265.34;346.23;305.92;346.84;113.95;-6.26;
2020-12-18 08:54:36;232.54;367.39;-137.9;265.43;342.44;308.17;342.16;112.71;-2.76;
2020-12-18 08:54:38;230.07;368.53;-142.21;267.57;346.82;310.7;347.12;116.78;-5.66;
2020-12-18 08:54:40;225.18;370.09;-137.98;266.65;351.42;314.23;350.57;118.1;-2.3;
2020-12-18 08:54:42;228.94;373.2;-140.37;267.98;349.08;316.05;348.66;119.61;1.42;
2020-12-18 08:54:44;225.88;369.06;-138.16;267.14;346.41;318.34;343.94;115.56;0.07;
2020-12-18 08:54:46;225.15;368.53;-133.55;265.81;349.1;321.8;340.22;116.56;0.25;
2020-12-18 08:54:48;229.07;370.31;-132.66;264.9;350.04;324.6;344.85;113.36;-0.55;
2020-12-18 08:54:50;230.74;368.31;-128.68;261.29;347.15;326.41;345.84;115.49;-4.73;
2020-12-18 08:54:52;234.87;370.97;-124.11;266.16;346.71;322.21;343.01;113.4;-6.43;
2020-12-18 08:54:54;230.3;366.53;-120.51;271.08;342.37;321.95;342.32;117.65;-2.78;
2020-12-18 08:54:56;233.58;368.35;-115.71;273.11;341.8;324.21;339.66;117.28;-7.17;
2020-12-18 08:54:58;234.15;365.02;-119.93;274.43;342.82;321.48;336.49;118.76;-7.83;
2020-12-18 08:55:00;238.35;369;-116.04;273.99;346.87;324.95;334.09;121.62;-7.9;
2020-12-18 08:55:02;238.05;366.13;-115.79;275;342.6;322.45;336.61;118.69;-11.59;
2020-12-18 08:55:04;235.06;368.6;-118.52;279.69;337.75;324.91;334.36;119.46;-13.86;
2020-12-18 08:55:06;230.36;364.12;-121.75;277.45;342.59;327.38;329.64;120.63;-15.66;
2020-12-18 08:55:08;227.24;368.92;-125.87;281.08;346.97;324.36;326.56;122.74;-15.19;
2020-12-18 08:55:10;229.97;365.83;-129.63;277.37;346.36;325.81;331.46;120.8;-20.12;
2020-12-18 08:55:12;226.82;366.89;-126.92;275.89;343.09;326.11;333.87;124.36;-21.68;
2020-12-18 08:55:14;222.33;370.26;-130.38;274.37;338.3;323.87;336.11;127.63;-25.13;
2020-12-18 08:55:16;218.91;373.01;-134.69;276.77;338.47;324.83;339.05;124.45;-25.9;
2020-12-18 08:55:18;216.83;372.88;-138.56;272.68;339.78;325.27;339.96;120.39;-29.42;
2020-12-18 08:55:20;215.19;375.38;-136.44;269.83;344.07;320.5;338.92;119.91;-24.43;
2020-12-18 08:55:22;212.96;375.88;-132.29;269.73;348.36;319.14;342.75;114.93;-29.25;
2020-12-18 08:55:24;215.96;380.72;-135.45;268.68;352.8;315.98;343.57;115.21;-25.31;
2020-12-18 08:55:26;216.59;379.39;-137.7;269;351.43;311.07;346.93;117.16;-23.16;
2020-12-18 08:55:28;221.59;374.75;-140.48;267.29;347.27;307.65;342.71;121.85;-19.19;
2020-12-18 08:55:30;223.9;376.54;-139.41;264.4;343.29;311.28;342.92;125.33;-21.13;
2020-12-18 08:55:32;225.16;378.81;-139.8;262.43;343.09;312.66;338.71;125.84;-18.27;
2020-12-18 08:55:34;220.82;381.63;-138.12;261.56;343.92;310.54;343.48;122.11;-15.65;
2020-12-18 08:55:36;218.22;380.32;-137.23;263.71;343.04;310.27;341.31;123.72;-19.89;
2020-12-18 08:55:38;221.33;383.56;-138.58;267.11;345.96;306.25;344.66;127.02;-22.62;
2020-12-18 08:55:40;221.92;384.86;-138.39;268.98;344.17;303.39;343.76;125.79;-18.63;
2020-12-18 08:55:42;223.35;386.74;-141.99;264.2;343.47;301.04;344.75;123.94;-23.04;
2020-12-18 08:55:44;219.22;384.75;-137.52;264.64;340.26;302.84;340.97;128.89;-20.05;
2020-12-18 08:55:46;214.63;387.97;-137.84;260.3;344.18;303.98;344.71;127.54;-21.44;
2020-12-18 08:55:48;212.03;387.49;-133.05;264.34;348.7;301.01;342.42;126.24;-23.96;
2020-12-18 08:55:50;211.73;384.37;-133.65;261.35;347;304.37;343.94;122.82;-20.07;
2020-12-18 08:55:52;209.42;386.32;-134.74;263.2;349.58;304.14;339.6;117.87;-24.01;
2020-12-18 08:55:54;211.33;383.04;-136.97;262.47;345.01;302.65;337.21;121.44;-25.01;
2020-12-18 08:55:56;208.26;381.76;-138.72;261.85;346.36;298.58;341.33;123.78;-29.96;
2020-12-18 08:55:58;203.44;377.28;-143.14;261.17;345.01;294.95;337.81;120.55;-34.05;
2020-12-18 08:56:00;199.62;379.74;-146.48;262.03;340.91;296.99;336;115.59;-30.13;
2020-12-18 08:56:02;195.06;381.97;-143.43;260.92;340.95;295.08;337.13;115.71;-34.7;
